,Parcel ID,Land Use,Property City,Sale Date,Sale Price,Sold As Vacant,Multiple Parcels Involved in Sale,City,State,Acreage,Neighborhood,Land Value,Building Value,Total Value,Finished Area,Foundation Type,Year Built,Exterior Wall,Grade,Bedrooms,Full Bath,Half Bath
165,130 12 0A 019.00,SINGLE FAMILY,NASHVILLE,2013-01-22,975000,No,No,,,,,,,,,,,,,,,
166,130 13 0C 001.00,VACANT RES LAND,NASHVILLE,2013-01-23,300000,No,No,,,,,,,,,,,,,,,
167,131 02 0H 211.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-18,290000,No,No,,,,,,,,,,,,,,,
168,131 03 0C 192.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-19,335000,No,No,,,,,,,,,,,,,,,
169,131 03 0G 003.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-14,255000,No,No,,,,,,,,,,,,,,,
170,131 03 1C 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-29,577000,No,No,,,,,,,,,,,,,,,
171,131 03 1D 001.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-31,455000,No,No,,,,,,,,,,,,,,,
172,131 04 0 123.00,SINGLE FAMILY,NASHVILLE,2013-01-18,266125,No,No,NASHVILLE,TN,0.18,3727.0,152000.0,107800.0,260300.0,906.0,CRAWL,1942.0,BRICK,C   ,2.0,1.0,0.0
173,131 05 0A 152.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-11,224000,No,No,,,,,,,,,,,,,,,
174,131 06 0 044.00,SINGLE FAMILY,NASHVILLE,2013-01-25,846200,No,No,NASHVILLE,TN,0.56,3727.0,210000.0,579800.0,819100.0,3732.0,CRAWL,2013.0,BRICK/FRAME,A   ,4.0,3.0,1.0
175,131 08 0M 001.00,VACANT RES LAND,NASHVILLE,2013-01-24,225000,No,No,,,,,,,,,,,,,,,
176,131 14 0 097.00,SINGLE FAMILY,NASHVILLE,2013-01-24,445000,No,No,NASHVILLE,TN,1.14,3728.0,245000.0,150600.0,395600.0,2344.0,PT BSMT,1960.0,BRICK,B   ,3.0,2.0,0.0
177,131 16 0 039.00,SINGLE FAMILY,NASHVILLE,2013-01-23,550000,No,No,NASHVILLE,TN,1.36,9529.0,272700.0,468800.0,741500.0,6395.19217,PT BSMT,1952.0,BRICK,B   ,5.0,4.0,1.0
178,132 05 0 102.00,SINGLE FAMILY,NASHVILLE,2013-01-17,345000,No,No,NASHVILLE,TN,0.51,3727.0,200000.0,146200.0,347000.0,1620.0,CRAWL,1951.0,BRICK,B   ,3.0,2.0,0.0
179,132 09 0B 205.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-07,157000,No,No,,,,,,,,,,,,,,,
180,141 05 0A 231.00,SINGLE FAMILY,NASHVILLE,2013-01-16,226745,No,No,,,,,,,,,,,,,,,
181,141 05 0A 316.00,SINGLE FAMILY,NASHVILLE,2013-01-03,55900,No,No,,,,,,,,,,,,,,,
182,141 11 0A 060.00,SINGLE FAMILY,NASHVILLE,2013-01-18,225000,No,No,,,,,,,,,,,,,,,
183,141 12 0B 039.00,SINGLE FAMILY,NASHVILLE,2013-01-11,171900,No,No,,,,,,,,,,,,,,,
184,142 06 0B 292.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-22,75000,No,No,,,,,,,,,,,,,,,
185,142 06 0C 064.00,ZERO LOT LINE,NASHVILLE,2013-01-18,83500,No,No,,,,,,,,,,,,,,,
186,142 09 0A 032.00,ZERO LOT LINE,NASHVILLE,2013-01-11,50000,No,No,,,,,,,,,,,,,,,
187,142 09 0A 038.00,ZERO LOT LINE,NASHVILLE,2013-01-28,86900,No,No,,,,,,,,,,,,,,,
188,142 09 0E 147.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-16,164500,No,No,,,,,,,,,,,,,,,
189,142 09 0H 065.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-02,135000,No,No,,,,,,,,,,,,,,,
190,142 13 0B 123.00,SINGLE FAMILY,NASHVILLE,2013-01-24,257000,No,No,,,,,,,,,,,,,,,
191,143 02 0B 010.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-07,195000,No,No,,,,,,,,,,,,,,,
192,143 02 0C 025.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-18,175000,No,No,,,,,,,,,,,,,,,
193,144 06 0 010.00,SINGLE FAMILY,NASHVILLE,2013-01-29,2760000,No,Yes,NASHVILLE,TN,4.53,9026.0,1174500.0,1574300.0,2826100.0,8403.86999,FULL BSMT,1930.0,BRICK/FRAME,X   ,4.0,6.0,0.0
194,144 06 0 039.00,VACANT RES LAND,NASHVILLE,2013-01-29,2760000,No,Yes,NASHVILLE,TN,3.59,9026.0,782500.0,0.0,782500.0,,,,,,,0.0,0.0
195,144 15 0 012.00,VACANT RES LAND,NASHVILLE,2013-01-11,420000,No,No,NASHVILLE,TN,2.15,9226.0,390000.0,1310500.0,1700500.0,6673.0,CRAWL,2016.0,BRICK,X   ,4.0,4.0,1.0
196,145 09 0 049.00,SINGLE FAMILY,NASHVILLE,2013-01-28,505000,No,No,NASHVILLE,TN,1.34,9226.0,315000.0,158300.0,473300.0,3033.03998,FULL BSMT,1965.0,BRICK,C   ,5.0,5.0,0.0
197,155 03 0C 006.00,SINGLE FAMILY,NASHVILLE,2013-01-10,345000,No,No,,,,,,,,,,,,,,,
198,155 08 0C 212.00,SINGLE FAMILY,NASHVILLE,2013-01-16,230000,No,No,,,,,,,,,,,,,,,
199,155 08 0E 039.00,SINGLE FAMILY,NASHVILLE,2013-01-18,233000,No,No,,,,,,,,,,,,,,,
200,155 10 0A 102.00,SINGLE FAMILY,NASHVILLE,2013-01-15,248000,No,No,,,,,,,,,,,,,,,
201,155 15 0A 087.00,SINGLE FAMILY,NASHVILLE,2013-01-18,245000,No,No,,,,,,,,,,,,,,,
202,158 03 0 003.00,SINGLE FAMILY,NASHVILLE,2013-01-07,1525000,No,No,NASHVILLE,TN,1.04,9226.0,315000.0,1164100.0,1503800.0,6844.0,CRAWL,1956.0,BRICK,X   ,4.0,4.0,0.0
203,158 11 0A 006.00,SINGLE FAMILY,BRENTWOOD,2013-01-11,2562600,No,No,,,,,,,,,,,,,,,
204,159 00 0 261.00,SINGLE FAMILY,BRENTWOOD,2013-01-02,1365000,No,No,BRENTWOOD,TN,1.99,6528.0,280800.0,1184700.0,1465500.0,6079.0,CRAWL,2006.0,BRICK,X   ,4.0,4.0,1.0
205,159 07 0A 011.00,SINGLE FAMILY,BRENTWOOD,2013-01-31,1550000,No,No,,,,,,,,,,,,,,,
206,160 02 0 012.00,SINGLE FAMILY,NASHVILLE,2013-01-22,1200000,No,No,NASHVILLE,TN,1.08,9529.0,200000.0,1408800.0,1660700.0,6342.0,CRAWL,2007.0,BRICK/FRAME,X   ,3.0,3.0,2.0
207,160 05 0 018.00,SINGLE FAMILY,NASHVILLE,2013-01-23,385500,No,No,NASHVILLE,TN,1.14,9530.0,200000.0,218200.0,418200.0,2556.0,PT BSMT,1980.0,BRICK,B   ,3.0,3.0,0.0
208,081 02 0 085.00,SINGLE FAMILY,NASHVILLE,2013-01-28,27000,No,No,NASHVILLE,TN,0.17,3326.0,11000.0,50800.0,61800.0,1344.0,CRAWL,1940.0,FRAME,D   ,4.0,2.0,0.0
209,081 03 0 202.00,DUPLEX,NASHVILLE,2013-01-08,65900,No,No,NASHVILLE,TN,0.17,226.0,11000.0,43200.0,54200.0,1544.0,CRAWL,1955.0,BRICK,D   ,4.0,2.0,0.0
210,081 06 0 369.00,SINGLE FAMILY,NASHVILLE,2013-01-11,54500,No,No,NASHVILLE,TN,0.17,3326.0,11000.0,34200.0,45600.0,1236.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0
211,081 07 0 395.00,SINGLE FAMILY,NASHVILLE,2013-01-10,17000,No,No,NASHVILLE,TN,0.13,226.0,11000.0,52500.0,63500.0,935.0,CRAWL,1930.0,FRAME,D   ,3.0,1.0,0.0
212,081 15 0 092.00,SINGLE FAMILY,NASHVILLE,2013-01-25,25000,No,No,NASHVILLE,TN,0.15,226.0,13000.0,45300.0,58300.0,790.0,CRAWL,1937.0,FRAME,D   ,2.0,1.0,0.0
213,081 15 0 489.00,SINGLE FAMILY,NASHVILLE,2013-01-08,37500,No,No,NASHVILLE,TN,0.09,226.0,13000.0,45900.0,64500.0,1057.0,CRAWL,1935.0,BRICK/FRAME,D   ,1.0,1.0,0.0
214,090 12 0 275.00,DUPLEX,NASHVILLE,2013-01-07,78500,No,No,NASHVILLE,TN,0.44,3329.0,24000.0,66700.0,90700.0,1978.0,CRAWL,1958.0,FRAME,D   ,4.0,2.0,0.0
215,090 16 0 182.00,SINGLE FAMILY,NASHVILLE,2013-01-11,102000,No,No,NASHVILLE,TN,0.26,3328.0,31000.0,70900.0,101900.0,1025.0,FULL BSMT,1960.0,BRICK,C   ,3.0,1.0,1.0
216,091 02 0 238.00,VACANT RES LAND,NASHVILLE,2013-01-09,35000,No,No,,,,,,,,,,,,,,,
217,091 07 0 171.00,SINGLE FAMILY,NASHVILLE,2013-01-02,50000,No,No,NASHVILLE,TN,0.17,1226.0,45000.0,48200.0,93200.0,856.0,CRAWL,1918.0,FRAME,D   ,3.0,1.0,0.0
218,091 07 0 370.00,SINGLE FAMILY,NASHVILLE,2013-01-25,150000,No,No,,,,,,,,,,,,,,,
219,091 08 0 074.00,SINGLE FAMILY,NASHVILLE,2013-01-16,93000,No,No,NASHVILLE,TN,0.17,1127.0,20000.0,93100.0,113100.0,1316.25,CRAWL,1925.0,BRICK/FRAME,D   ,4.0,2.0,0.0
220,091 08 0 112.00,SINGLE FAMILY,NASHVILLE,2013-01-07,59220,No,No,NASHVILLE,TN,0.12,1127.0,20000.0,37800.0,57800.0,888.0,PT BSMT,1950.0,FRAME,D   ,3.0,1.0,0.0
221,091 08 0 361.00,SINGLE FAMILY,NASHVILLE,2013-01-04,215044,No,No,NASHVILLE,TN,0.14,1226.0,45000.0,172100.0,217100.0,1615.0,CRAWL,2012.0,FRAME,C   ,3.0,2.0,1.0
222,091 09 0 233.00,SINGLE FAMILY,NASHVILLE,2013-01-18,127500,No,No,NASHVILLE,TN,0.21,3329.0,24000.0,83200.0,107200.0,1088.0,CRAWL,1949.0,FRAME,D   ,2.0,1.0,0.0
223,092 09 0 080.00,VACANT RES LAND,NASHVILLE,2013-01-23,15000,No,No,NASHVILLE,TN,0.13,1127.0,13000.0,127100.0,140100.0,1170.0,CRAWL,2013.0,FRAME,B   ,3.0,2.0,0.0
224,114 07 0B 188.00,VACANT RES LAND,NASHVILLE,2013-01-11,38000,No,No,,,,,,,,,,,,,,,
225,114 08 0C 092.00,RESIDENTIAL CONDO,NASHVILLE,2013-01-10,156500,No,No,,,,,,,,,,,,,,,
226,126 15 0A 180.00,SINGLE FAMILY,NASHVILLE,2013-01-08,214000,No,No,,,,,,,,,,,,,,,
227,126 15 0A 232.00,SINGLE FAMILY,NASHVILLE,2013-01-11,182000,No,No,,,,,,,,,,,,,,,
228,126 15 0B 283.00,SINGLE FAMILY,NASHVILLE,2013-01-25,162000,No,No,,,,,,,,,,,,,,,
229,126 16 0A 335.00,SINGLE FAMILY,NASHVILLE,2013-01-14,258000,No,No,,,,,,,,,,,,,,,
230,126 16 0A 480.00,SINGLE FAMILY,NASHVILLE,2013-01-16,255000,No,No,,,,,,,,,,,,,,,
231,127 00 0 173.00,SINGLE FAMILY,NASHVILLE,2013-01-10,600000,No,No,NASHVILLE,TN,9.18,6739.0,152400.0,446600.0,644200.0,5118.0,CRAWL,1978.0,BRICK/FRAME,A   ,4.0,6.0,0.0
232,050 13 0 026.00,SINGLE FAMILY,NASHVILLE,2013-01-31,31000,No,No,NASHVILLE,TN,0.22,4826.0,14000.0,48500.0,62500.0,1050.0,CRAWL,1971.0,BRICK,C   ,3.0,1.0,0.0
233,058 10 0B 031.00,VACANT RES LAND,NASHVILLE,2013-01-07,52500,No,No,,,,,,,,,,,,,,,
234,058 10 0B 052.00,VACANT RES LAND,NASHVILLE,2013-01-07,52500,No,No,,,,,,,,,,,,,,,
235,058 15 0 155.00,SINGLE FAMILY,NASHVILLE,2013-01-18,115000,No,No,NASHVILLE,TN,0.34,3532.0,20000.0,118000.0,138000.0,1908.0,CRAWL,1980.0,BRICK,C   ,3.0,2.0,0.0
236,059 11 0 015.00,SINGLE FAMILY,NASHVILLE,2013-01-17,45000,No,No,NASHVILLE,TN,0.31,3533.0,21000.0,87600.0,108600.0,1536.0,CRAWL,1967.0,BRICK,C   ,3.0,1.0,1.0
237,059 15 0 059.00,SINGLE FAMILY,NASHVILLE,2013-01-18,120000,No,No,NASHVILLE,TN,0.19,3533.0,21000.0,81400.0,102400.0,1800.0,CRAWL,1967.0,BRICK,C   ,3.0,1.0,1.0
238,069 04 0 065.00,SINGLE FAMILY,NASHVILLE,2013-01-22,52500,No,No,NASHVILLE,TN,0.41,3532.0,20000.0,55600.0,75600.0,1508.0,CRAWL,1945.0,FRAME,D   ,2.0,1.0,0.0
239,070 02 0 028.00,SINGLE FAMILY,NASHVILLE,2013-01-10,26000,No,No,NASHVILLE,TN,1.54,3527.0,21300.0,5800.0,28500.0,1317.0,CRAWL,1940.0,CONC BLK,D   ,2.0,1.0,0.0
240,071 05 0 163.00,SINGLE FAMILY,NASHVILLE,2013-01-24,81000,No,No,NASHVILLE,TN,0.16,3527.0,11000.0,79300.0,90700.0,1220.0,CRAWL,1997.0,FRAME,C   ,3.0,2.0,0.0
241,080 08 0 031.00,SINGLE FAMILY,NASHVILLE,2013-01-17,27000,No,No,NASHVILLE,TN,0.2,3536.0,14000.0,40300.0,54300.0,975.0,CRAWL,1964.0,BRICK,C   ,2.0,1.0,0.0
242,080 08 0 260.00,SINGLE FAMILY,NASHVILLE,2013-01-04,20000,No,No,NASHVILLE,TN,0.15,3536.0,14000.0,45800.0,59800.0,986.0,CRAWL,1966.0,BRICK,C   ,3.0,1.0,0.0
243,033 03 0B 067.00,SINGLE FAMILY,GOODLETTSVILLE,2013-01-11,165000,No,No,,,,,,,,,,,,,,,
244,041 03 0A 002.00,SINGLE FAMILY,NASHVILLE,2013-01-30,145000,No,No,,,,,,,,,,,,,,,
245,041 11 0 011.00,SINGLE FAMILY,NASHVILLE,2013-01-04,100,No,No,NASHVILLE,TN,0.78,6829.0,25000.0,94300.0,119300.0,1620.0,FULL BSMT,1958.0,BRICK,C   ,2.0,1.0,0.0
246,041 15 0 043.00,SINGLE FAMILY,NASHVILLE,2013-01-31,136600,No,No,NASHVILLE,TN,0.85,6829.0,25000.0,86800.0,111800.0,1468.75,FULL BSMT,1958.0,BRICK,C   ,3.0,1.0,1.0
247,050 10 0C 279.00,SINGLE FAMILY,NASHVILLE,2013-01-11,80000,No,No,,,,,,,,,,,,,,,
248,050 15 0 140.00,SINGLE FAMILY,NASHVILLE,2013-01-15,109900,No,No,NASHVILLE,TN,0.43,4827.0,20000.0,80000.0,100000.0,1820.0,SLAB,1962.0,BRICK,C   ,3.0,2.0,0.0
249,034 03 0B 905.00,RESIDENTIAL CONDO,MADISON,2013-01-28,79190,No,No,,,,,,,,,,,,,,,
250,034 07 0A 049.00,SINGLE FAMILY,MADISON,2013-01-15,214000,No,No,,,,,,,,,,,,,,,
251,042 07 0A 129.00,SINGLE FAMILY,MADISON,2013-01-02,51200,No,No,,,,,,,,,,,,,,,
252,043 09 0 048.00,SINGLE FAMILY,MADISON,2013-01-16,44000,No,No,MADISON,TN,0.15,6950.0,18000.0,63600.0,81600.0,1137.0,CRAWL,1948.0,FRAME,C   ,2.0,1.0,0.0
253,043 09 0 330.00,SINGLE FAMILY,MADISON,2013-01-11,102900,No,No,MADISON,TN,0.65,6950.0,23600.0,77200.0,102500.0,1218.0,CRAWL,1945.0,FRAME,C   ,3.0,1.0,0.0
254,043 12 0 036.00,SINGLE FAMILY,MADISON,2013-01-16,97500,No,No,MADISON,TN,0.34,6950.0,18000.0,74900.0,95100.0,1780.0,CRAWL,1952.0,FRAME,C   ,3.0,2.0,0.0
255,043 14 0B 025.00,SINGLE FAMILY,MADISON,2013-01-23,139900,No,No,,,,,,,,,,,,,,,
256,043 15 0 249.00,SINGLE FAMILY,MADISON,2013-01-08,70000,No,No,MADISON,TN,0.21,6927.0,20000.0,81700.0,101700.0,1500.0,SLAB,1978.0,FRAME,C   ,3.0,2.0,0.0
257,043 16 0 010.00,DUPLEX,MADISON,2013-01-08,74000,No,No,MADISON,TN,0.29,6950.0,18000.0,54800.0,72800.0,1248.0,CRAWL,1963.0,BRICK,C   ,4.0,2.0,0.0
258,051 15 0A 052.00,RESIDENTIAL CONDO,MADISON,2013-01-11,49000,No,No,,,,,,,,,,,,,,,
259,052 06 0 093.00,SINGLE FAMILY,MADISON,2013-01-11,159900,No,No,MADISON,TN,0.53,6926.0,48000.0,174000.0,222000.0,2495.0,SLAB,1962.0,BRICK,B   ,4.0,2.0,0.0
260,052 07 0 082.00,SINGLE FAMILY,MADISON,2013-01-24,66120,No,No,MADISON,TN,0.98,6926.0,27000.0,80900.0,107900.0,1361.0,CRAWL,1954.0,BRICK,C   ,2.0,1.0,0.0
261,052 08 0 114.00,DUPLEX,MADISON,2013-01-09,85000,No,No,MADISON,TN,0.29,6926.0,21600.0,63800.0,85400.0,1519.0,CRAWL,1984.0,BRICK/FRAME,C   ,4.0,2.0,0.0
262,052 08 0 116.00,DUPLEX,MADISON,2013-01-03,89900,No,No,MADISON,TN,0.24,6926.0,21600.0,70600.0,92200.0,1658.0,CRAWL,1984.0,BRICK,C   ,4.0,2.0,0.0
263,052 08 0A 164.00,SINGLE FAMILY,MADISON,2013-01-08,109000,No,No,,,,,,,,,,,,,,,
264,061 07 0 205.00,SINGLE FAMILY,NASHVILLE,2013-01-04,77500,No,No,NASHVILLE,TN,0.38,7332.0,30000.0,120700.0,150700.0,1322.0,CRAWL,1956.0,BRICK,C   ,3.0,1.0,0.0
265,061 11 0 235.00,SINGLE FAMILY,NASHVILLE,2013-01-04,83000,No,No,NASHVILLE,TN,0.51,7328.0,37000.0,227700.0,270700.0,2236.85999,CRAWL,1948.0,BRICK,C   ,4.0,3.0,0.0
266,061 11 0 317.00,SINGLE FAMILY,NASHVILLE,2013-01-17,154900,No,No,NASHVILLE,TN,0.35,7328.0,37000.0,127000.0,164000.0,1312.0,PT BSMT,1935.0,BRICK,C   ,4.0,1.0,0.0
267,061 15 0 108.00,DUPLEX,NASHVILLE,2013-01-15,130000,No,No,NASHVILLE,TN,0.19,7328.0,30000.0,219200.0,249200.0,2227.5,FULL BSMT,1940.0,STONE,C   ,3.0,2.0,0.0
268,063 02 0 038.00,SINGLE FAMILY,MADISON,2013-01-16,108500,No,No,MADISON,TN,0.16,6926.0,18000.0,74700.0,92700.0,1143.0,CRAWL,1993.0,FRAME,C   ,3.0,2.0,0.0
269,071 15 0 300.00,SINGLE FAMILY,NASHVILLE,2013-01-15,57999,No,No,NASHVILLE,TN,0.16,2026.0,27000.0,40400.0,67400.0,1152.0,CRAWL,1940.0,FRAME,C   ,5.0,1.0,0.0
270,071 15 0 451.00,SINGLE FAMILY,NASHVILLE,2013-01-24,40000,No,No,NASHVILLE,TN,0.18,2026.0,27000.0,119600.0,146600.0,1160.0,CRAWL,1925.0,FRAME,C   ,2.0,2.0,0.0
271,071 16 0 040.00,SINGLE FAMILY,NASHVILLE,2013-01-08,16000,No,No,NASHVILLE,TN,0.17,3426.0,15000.0,0.0,15300.0,,,,,,,,
272,072 03 0 387.00,SINGLE FAMILY,NASHVILLE,2013-01-10,334000,No,No,NASHVILLE,TN,0.24,7328.0,37000.0,293600.0,330600.0,2317.0,CRAWL,2012.0,FRAME,B   ,3.0,2.0,1.0
273,072 04 0 146.00,SINGLE FAMILY,NASHVILLE,2013-01-15,150000,No,No,NASHVILLE,TN,0.26,7328.0,37000.0,108700.0,145700.0,986.0,CRAWL,1945.0,FRAME,C   ,3.0,2.0,0.0
274,072 05 0 106.00,RESIDENTIAL COMBO/MISC,NASHVILLE,2013-01-16,60000,No,Yes,,,,,,,,,,,,,,,
275,072 06 0 301.00,SINGLE FAMILY,NASHVILLE,2013-01-16,250000,No,No,NASHVILLE,TN,0.31,7328.0,37000.0,242500.0,279500.0,2376.0,CRAWL,1930.0,BRICK,C   ,4.0,2.0,0.0
276,072 07 0 213.00,SINGLE FAMILY,NASHVILLE,2013-01-24,76000,No,No,NASHVILLE,TN,0.17,3627.0,25000.0,160800.0,190700.0,1724.5625,FULL BSMT,1945.0,BRICK/FRAME,C   ,2.0,2.0,0.0
277,072 08 0 250.00,SINGLE FAMILY,NASHVILLE,2013-01-30,177750,No,No,NASHVILLE,TN,0.37,7330.0,30000.0,171100.0,201100.0,1532.0,CRAWL,1950.0,BRICK,C   ,3.0,1.0,0.0
278,072 10 0 314.00,SINGLE FAMILY,NASHVILLE,2013-01-07,53000,No,No,NASHVILLE,TN,0.17,3627.0,25000.0,141100.0,166100.0,1584.0,SLAB,1969.0,FRAME,C   ,3.0,2.0,1.0
279,072 12 0 274.00,DUPLEX,NASHVILLE,2013-01-17,120000,No,No,NASHVILLE,TN,0.26,7331.0,32000.0,88700.0,120700.0,1594.0,CRAWL,1961.0,BRICK,C   ,4.0,2.0,0.0
280,072 13 0 289.00,SINGLE FAMILY,NASHVILLE,2013-01-24,53000,No,No,,,,,,,,,,,,,,,
281,072 13 0 326.00,SINGLE FAMILY,NASHVILLE,2013-01-15,30000,No,No,NASHVILLE,TN,0.18,3628.0,16400.0,121900.0,153700.0,1200.0,CRAWL,1947.0,FRAME,C   ,2.0,2.0,0.0
282,072 15 0 160.00,SINGLE FAMILY,NASHVILLE,2013-01-10,132000,No,No,NASHVILLE,TN,0.22,3627.0,25000.0,82000.0,118100.0,1112.0,CRAWL,1949.0,FRAME,D   ,3.0,1.0,0.0
283,073 09 0 179.00,SINGLE FAMILY,NASHVILLE,2013-01-08,125000,No,No,NASHVILLE,TN,0.33,7331.0,32000.0,101100.0,137500.0,1349.0,CRAWL,1960.0,BRICK,C   ,3.0,1.0,0.0
284,082 03 0 032.00,SINGLE FAMILY,NASHVILLE,2013-01-24,26500,No,No,,,,,,,,,,,,,,,
285,082 04 0 017.00,SINGLE FAMILY,NASHVILLE,2013-01-25,248840,No,No,NASHVILLE,TN,0.23,2026.0,27000.0,210600.0,237600.0,2242.25,CRAWL,2013.0,FRAME,C   ,3.0,2.0,1.0
286,082 04 0 110.00,SINGLE FAMILY,NASHVILLE,2013-01-11,52500,No,No,NASHVILLE,TN,0.18,2026.0,27000.0,99100.0,126100.0,1725.0,CRAWL,1920.0,FRAME,C   ,4.0,2.0,0.0
287,082 04 0 305.00,SINGLE FAMILY,NASHVILLE,2013-01-11,75000,No,No,NASHVILLE,TN,0.38,3628.0,43800.0,20500.0,64300.0,2028.0,FULL BSMT,1930.0,FRAME,D   ,6.0,2.0,0.0
288,082 08 0 241.00,SINGLE FAMILY,NASHVILLE,2013-01-09,153000,No,No,NASHVILLE,TN,0.21,1926.0,24000.0,135500.0,168700.0,1455.12,FULL BSMT,1942.0,FRAME,C   ,3.0,1.0,1.0
289,082 08 0 252.00,SINGLE FAMILY,NASHVILLE,2013-01-25,210000,No,No,NASHVILLE,TN,0.17,1926.0,24000.0,178600.0,202600.0,1170.0,CRAWL,2013.0,FRAME,C   ,3.0,2.0,0.0
290,082 11 0 015.00,SINGLE FAMILY,NASHVILLE,2013-01-18,183000,No,No,NASHVILLE,TN,0.14,2026.0,25100.0,156800.0,181900.0,1620.0,CRAWL,1900.0,BRICK,C   ,3.0,2.0,0.0
291,082 16 0 314.00,SINGLE FAMILY,NASHVILLE,2013-01-24,281993,No,No,NASHVILLE,TN,0.2,2326.0,125000.0,201000.0,326000.0,2213.60004,PT BSMT,1920.0,BRICK,C   ,4.0,3.0,0.0
292,083 01 0 168.00,DUPLEX,NASHVILLE,2013-01-11,70000,No,No,NASHVILLE,TN,0.19,3628.0,26000.0,54900.0,80900.0,1087.0,PT BSMT,1930.0,FRAME,D   ,2.0,2.0,0.0
293,083 01 0 302.00,DUPLEX,NASHVILLE,2013-01-25,120000,No,No,NASHVILLE,TN,0.22,2726.0,60300.0,515800.0,576100.0,4521.64995,FULL BSMT,2013.0,FRAME,B   ,5.0,4.0,1.0
294,083 01 0 343.00,DUPLEX,NASHVILLE,2013-01-24,65000,No,No,NASHVILLE,TN,0.21,2726.0,60300.0,60400.0,120700.0,1650.0,CRAWL,1954.0,BRICK/FRAME,C   ,4.0,2.0,0.0
295,083 04 0 178.00,SINGLE FAMILY,NASHVILLE,2013-01-22,148500,No,No,NASHVILLE,TN,0.64,3626.0,31200.0,128300.0,159500.0,1462.0,FULL BSMT,1955.0,BRICK,C   ,6.0,1.0,0.0
296,083 04 0A 007.00,VACANT RES LAND,NASHVILLE,2013-01-11,277900,No,No,,,,,,,,,,,,,,,
297,083 05 0 312.00,SINGLE FAMILY,NASHVILLE,2013-01-20,355000,No,No,NASHVILLE,TN,0.17,2326.0,100000.0,213600.0,313600.0,2310.0,CRAWL,1930.0,FRAME,C   ,3.0,2.0,1.0
298,083 05 0 450.00,VACANT RES LAND,NASHVILLE,2013-01-02,72500,No,No,NASHVILLE,TN,0.15,2726.0,60000.0,368200.0,459800.0,2914.0,SLAB,2013.0,FRAME,B   ,5.0,3.0,1.0
299,083 06 0 364.00,SINGLE FAMILY,NASHVILLE,2013-01-31,129900,No,Yes,,,,,,,,,,,,,,,
300,083 06 0 365.00,VACANT RES LAND,NASHVILLE,2013-01-31,129900,No,Yes,,,,,,,,,,,,,,,
301,083 07 0 130.00,SINGLE FAMILY,NASHVILLE,2013-01-24,159900,No,No,NASHVILLE,TN,0.27,2726.0,33800.0,201500.0,247700.0,1593.0,PT BSMT,1948.0,BRICK,C   ,3.0,2.0,0.0
302,083 09 0 032.00,TRIPLEX,NASHVILLE,2013-01-29,225000,No,No,NASHVILLE,TN,0.18,2326.0,100000.0,369200.0,469200.0,2756.0,PT BSMT,1910.0,BRICK/FRAME,B   ,4.0,3.0,1.0
303,083 10 0 264.00,SINGLE FAMILY,NASHVILLE,2013-01-23,173000,No,No,NASHVILLE,TN,0.25,2326.0,85000.0,90200.0,177100.0,1472.0,FULL BSMT,1955.0,FRAME,C   ,2.0,2.0,0.0
304,083 10 0 330.00,DUPLEX,NASHVILLE,2013-01-10,235000,No,No,NASHVILLE,TN,0.27,2326.0,93500.0,153000.0,246500.0,2160.0,CRAWL,1948.0,FRAME,C   ,4.0,2.0,0.0
305,083 11 0 175.00,SINGLE FAMILY,NASHVILLE,2013-01-28,215000,No,No,NASHVILLE,TN,0.24,3629.0,30000.0,172500.0,202500.0,1194.0,CRAWL,2012.0,FRAME,C   ,2.0,2.0,0.0
306,083 13 0 364.00,SINGLE FAMILY,NASHVILLE,2013-01-23,78000,No,No,,,,,,,,,,,,,,,
307,083 13 0 400.00,SINGLE FAMILY,NASHVILLE,2013-01-10,388565,No,No,NASHVILLE,TN,0.18,2326.0,85000.0,302200.0,388900.0,2317.05005,CRAWL,1905.0,FRAME,B   ,3.0,2.0,1.0
308,084 05 0 090.00,SINGLE FAMILY,NASHVILLE,2013-01-24,241000,No,No,NASHVILLE,TN,0.24,3629.0,35000.0,204800.0,239800.0,1728.0,CRAWL,2007.0,FRAME,C   ,3.0,2.0,1.0
309,094 01 0 130.00,SINGLE FAMILY,NASHVILLE,2013-01-15,64000,No,No,NASHVILLE,TN,0.17,2328.0,25000.0,128100.0,153100.0,1160.0,CRAWL,1952.0,FRAME,C   ,3.0,2.0,0.0
310,094 02 0 143.00,SINGLE FAMILY,NASHVILLE,2013-01-18,410000,No,Yes,,,,,,,,,,,,,,,
311,094 02 0 144.00,SINGLE FAMILY,NASHVILLE,2013-01-18,410000,No,Yes,,,,,,,,,,,,,,,
